HGHT (km)		TEMP (K)		PRES (hPa)
9.155E+01		1.353E+02		1.212E+01
9.140E+01		1.353E+02		1.218E+01
9.125E+01		1.352E+02		1.223E+01
9.110E+01		1.350E+02		1.229E+01
9.095E+01		1.349E+02		1.235E+01
9.080E+01		1.347E+02		1.240E+01
9.065E+01		1.346E+02		1.246E+01
9.050E+01		1.345E+02		1.252E+01
9.034E+01		1.344E+02		1.259E+01
9.019E+01		1.344E+02		1.265E+01
9.004E+01		1.343E+02		1.271E+01
8.989E+01		1.343E+02		1.277E+01
8.974E+01		1.342E+02		1.283E+01
8.959E+01		1.341E+02		1.289E+01
8.944E+01		1.340E+02		1.295E+01
8.929E+01		1.338E+02		1.301E+01
8.914E+01		1.337E+02		1.307E+01
8.899E+01		1.336E+02		1.314E+01
8.883E+01		1.335E+02		1.320E+01
8.868E+01		1.334E+02		1.326E+01
8.853E+01		1.334E+02		1.333E+01
8.838E+01		1.333E+02		1.339E+01
8.823E+01		1.332E+02		1.346E+01
8.808E+01		1.331E+02		1.352E+01
8.793E+01		1.330E+02		1.359E+01
8.778E+01		1.329E+02		1.365E+01
8.763E+01		1.327E+02		1.371E+01
8.749E+01		1.326E+02		1.378E+01
8.734E+01		1.323E+02		1.384E+01
8.720E+01		1.321E+02		1.391E+01
8.705E+01		1.318E+02		1.397E+01
8.690E+01		1.316E+02		1.404E+01
8.675E+01		1.315E+02		1.411E+01
8.660E+01		1.313E+02		1.418E+01
8.645E+01		1.312E+02		1.425E+01
8.630E+01		1.310E+02		1.432E+01
8.614E+01		1.309E+02		1.439E+01
8.599E+01		1.308E+02		1.446E+01
8.584E+01		1.307E+02		1.453E+01
8.569E+01		1.306E+02		1.460E+01
8.554E+01		1.305E+02		1.467E+01
8.539E+01		1.304E+02		1.474E+01
8.525E+01		1.302E+02		1.481E+01
8.510E+01		1.300E+02		1.488E+01
8.495E+01		1.298E+02		1.496E+01
8.480E+01		1.297E+02		1.503E+01
8.465E+01		1.295E+02		1.511E+01
8.451E+01		1.294E+02		1.518E+01
8.436E+01		1.292E+02		1.525E+01
8.421E+01		1.290E+02		1.532E+01
8.406E+01		1.288E+02		1.540E+01
8.391E+01		1.287E+02		1.548E+01
8.375E+01		1.286E+02		1.556E+01
8.361E+01		1.285E+02		1.564E+01
8.346E+01		1.284E+02		1.571E+01
8.331E+01		1.282E+02		1.579E+01
8.316E+01		1.281E+02		1.587E+01
8.301E+01		1.280E+02		1.595E+01
8.287E+01		1.278E+02		1.602E+01
8.273E+01		1.276E+02		1.610E+01
8.258E+01		1.274E+02		1.618E+01
8.244E+01		1.272E+02		1.626E+01
8.228E+01		1.270E+02		1.634E+01
8.213E+01		1.268E+02		1.642E+01
8.199E+01		1.267E+02		1.650E+01
8.185E+01		1.264E+02		1.658E+01
8.171E+01		1.262E+02		1.666E+01
8.156E+01		1.259E+02		1.674E+01
8.140E+01		1.258E+02		1.683E+01
8.124E+01		1.257E+02		1.693E+01
8.108E+01		1.257E+02		1.702E+01
8.093E+01		1.256E+02		1.710E+01
8.080E+01		1.255E+02		1.718E+01
8.066E+01		1.253E+02		1.726E+01
8.052E+01		1.251E+02		1.734E+01
8.039E+01		1.248E+02		1.743E+01
8.024E+01		1.245E+02		1.751E+01
8.009E+01		1.243E+02		1.760E+01
7.994E+01		1.241E+02		1.769E+01
7.979E+01		1.240E+02		1.779E+01
7.963E+01		1.238E+02		1.788E+01
7.948E+01		1.237E+02		1.798E+01
7.932E+01		1.237E+02		1.807E+01
7.916E+01		1.237E+02		1.818E+01
7.900E+01		1.237E+02		1.827E+01
7.886E+01		1.237E+02		1.837E+01
7.872E+01		1.237E+02		1.845E+01
7.859E+01		1.235E+02		1.854E+01
7.845E+01		1.232E+02		1.862E+01
7.831E+01		1.230E+02		1.871E+01
7.817E+01		1.227E+02		1.881E+01
7.802E+01		1.225E+02		1.890E+01
7.788E+01		1.223E+02		1.900E+01
7.774E+01		1.221E+02		1.909E+01
7.761E+01		1.219E+02		1.918E+01
7.747E+01		1.216E+02		1.927E+01
7.735E+01		1.212E+02		1.936E+01
7.722E+01		1.208E+02		1.945E+01
7.708E+01		1.204E+02		1.954E+01
7.692E+01		1.201E+02		1.965E+01
7.676E+01		1.199E+02		1.976E+01
7.661E+01		1.198E+02		1.988E+01
7.646E+01		1.196E+02		1.998E+01
7.633E+01		1.194E+02		2.007E+01
7.621E+01		1.191E+02		2.016E+01
7.607E+01		1.187E+02		2.026E+01
7.592E+01		1.184E+02		2.037E+01
7.575E+01		1.183E+02		2.049E+01
7.559E+01		1.182E+02		2.062E+01
7.542E+01		1.182E+02		2.074E+01
7.527E+01		1.182E+02		2.085E+01
7.512E+01		1.181E+02		2.096E+01
7.498E+01		1.180E+02		2.107E+01
7.483E+01		1.179E+02		2.119E+01
7.468E+01		1.179E+02		2.131E+01
7.452E+01		1.179E+02		2.143E+01
7.438E+01		1.178E+02		2.154E+01
7.425E+01		1.177E+02		2.164E+01
7.413E+01		1.175E+02		2.174E+01
7.400E+01		1.172E+02		2.184E+01
7.387E+01		1.169E+02		2.195E+01
7.373E+01		1.167E+02		2.206E+01
7.360E+01		1.164E+02		2.216E+01
7.346E+01		1.161E+02		2.228E+01
7.331E+01		1.159E+02		2.240E+01
7.316E+01		1.157E+02		2.253E+01
7.301E+01		1.156E+02		2.266E+01
7.287E+01		1.154E+02		2.277E+01
7.273E+01		1.152E+02		2.289E+01
7.260E+01		1.150E+02		2.300E+01
7.246E+01		1.148E+02		2.312E+01
7.232E+01		1.146E+02		2.324E+01
7.218E+01		1.143E+02		2.337E+01
7.204E+01		1.141E+02		2.348E+01
7.191E+01		1.139E+02		2.360E+01
7.178E+01		1.136E+02		2.372E+01
7.164E+01		1.134E+02		2.384E+01
7.151E+01		1.131E+02		2.397E+01
7.137E+01		1.129E+02		2.409E+01
7.124E+01		1.126E+02		2.421E+01
7.110E+01		1.124E+02		2.434E+01
7.097E+01		1.121E+02		2.446E+01
7.084E+01		1.118E+02		2.458E+01
7.072E+01		1.115E+02		2.470E+01
7.060E+01		1.111E+02		2.481E+01
7.049E+01		1.108E+02		2.492E+01
7.037E+01		1.104E+02		2.503E+01
7.027E+01		1.099E+02		2.514E+01
7.016E+01		1.095E+02		2.524E+01
7.005E+01		1.090E+02		2.536E+01
6.991E+01		1.084E+02		2.549E+01
6.976E+01		1.080E+02		2.565E+01
6.959E+01		1.077E+02		2.582E+01
6.943E+01		1.074E+02		2.599E+01
6.929E+01		1.072E+02		2.613E+01
6.918E+01		1.070E+02		2.625E+01
6.907E+01		1.066E+02		2.636E+01
6.897E+01		1.063E+02		2.647E+01
6.885E+01		1.058E+02		2.660E+01
6.873E+01		1.054E+02		2.673E+01
6.861E+01		1.050E+02		2.686E+01
6.851E+01		1.046E+02		2.697E+01
6.841E+01		1.042E+02		2.708E+01
6.830E+01		1.037E+02		2.721E+01
6.817E+01		1.031E+02		2.736E+01
6.801E+01		1.027E+02		2.753E+01
6.787E+01		1.023E+02		2.770E+01
6.775E+01		1.020E+02		2.785E+01
6.765E+01		1.017E+02		2.796E+01
6.756E+01		1.013E+02		2.806E+01
6.748E+01		1.009E+02		2.816E+01
6.740E+01		1.004E+02		2.826E+01
6.731E+01		9.985E+01		2.837E+01
6.721E+01		9.927E+01		2.850E+01
6.709E+01		9.869E+01		2.864E+01
6.697E+01		9.813E+01		2.879E+01
6.685E+01		9.762E+01		2.894E+01
6.675E+01		9.715E+01		2.908E+01
6.665E+01		9.669E+01		2.920E+01
6.657E+01		9.623E+01		2.931E+01
6.648E+01		9.573E+01		2.943E+01
6.638E+01		9.519E+01		2.956E+01
6.627E+01		9.462E+01		2.970E+01
6.616E+01		9.408E+01		2.985E+01
6.606E+01		9.357E+01		3.000E+01
6.595E+01		9.306E+01		3.015E+01
6.584E+01		9.254E+01		3.031E+01
6.572E+01		9.203E+01		3.048E+01
6.559E+01		9.156E+01		3.066E+01
6.548E+01		9.113E+01		3.082E+01
6.538E+01		9.071E+01		3.097E+01
6.527E+01		9.028E+01		3.113E+01
6.515E+01		8.983E+01		3.131E+01
6.502E+01		8.939E+01		3.151E+01
6.490E+01		8.901E+01		3.169E+01
6.479E+01		8.866E+01		3.186E+01
6.470E+01		8.832E+01		3.200E+01
6.463E+01		8.801E+01		3.211E+01
6.457E+01		8.767E+01		3.220E+01
6.451E+01		8.731E+01		3.230E+01
6.445E+01		8.692E+01		3.239E+01
6.439E+01		8.648E+01		3.250E+01
6.431E+01		8.596E+01		3.263E+01
6.421E+01		8.538E+01		3.279E+01
6.409E+01		8.480E+01		3.299E+01
6.397E+01		8.428E+01		3.319E+01
6.385E+01		8.381E+01		3.339E+01
6.373E+01		8.337E+01		3.360E+01
6.360E+01		8.293E+01		3.383E+01
6.345E+01		8.252E+01		3.410E+01
6.330E+01		8.216E+01		3.438E+01
6.314E+01		8.187E+01		3.466E+01
6.301E+01		8.164E+01		3.490E+01
6.290E+01		8.142E+01		3.511E+01
6.280E+01		8.119E+01		3.530E+01
6.270E+01		8.095E+01		3.549E+01
6.259E+01		8.069E+01		3.570E+01
6.247E+01		8.043E+01		3.592E+01
6.236E+01		8.019E+01		3.613E+01
6.227E+01		7.996E+01		3.631E+01
6.219E+01		7.973E+01		3.647E+01
6.210E+01		7.948E+01		3.664E+01
6.201E+01		7.920E+01		3.683E+01
6.190E+01		7.890E+01		3.706E+01
6.177E+01		7.861E+01		3.732E+01
6.163E+01		7.835E+01		3.761E+01
6.148E+01		7.813E+01		3.791E+01
6.136E+01		7.796E+01		3.817E+01
6.125E+01		7.780E+01		3.841E+01
6.116E+01		7.763E+01		3.861E+01
6.106E+01		7.744E+01		3.881E+01
6.096E+01		7.725E+01		3.903E+01
6.086E+01		7.705E+01		3.925E+01
6.076E+01		7.685E+01		3.948E+01
6.065E+01		7.664E+01		3.973E+01
6.053E+01		7.645E+01		4.000E+01
6.041E+01		7.627E+01		4.028E+01
6.028E+01		7.611E+01		4.056E+01
6.016E+01		7.596E+01		4.084E+01
6.005E+01		7.582E+01		4.111E+01
5.993E+01		7.568E+01		4.139E+01
5.981E+01		7.555E+01		4.166E+01
5.970E+01		7.542E+01		4.194E+01
5.959E+01		7.530E+01		4.221E+01
5.948E+01		7.518E+01		4.247E+01
5.937E+01		7.506E+01		4.274E+01
5.926E+01		7.494E+01		4.301E+01
5.915E+01		7.482E+01		4.328E+01
5.905E+01		7.470E+01		4.355E+01
5.895E+01		7.459E+01		4.380E+01
5.885E+01		7.447E+01		4.405E+01
5.875E+01		7.434E+01		4.432E+01
5.863E+01		7.421E+01		4.462E+01
5.851E+01		7.410E+01		4.495E+01
5.839E+01		7.401E+01		4.527E+01
5.828E+01		7.392E+01		4.556E+01
5.817E+01		7.383E+01		4.584E+01
5.807E+01		7.374E+01		4.612E+01
5.796E+01		7.365E+01		4.641E+01
5.785E+01		7.356E+01		4.672E+01
5.774E+01		7.347E+01		4.703E+01
5.763E+01		7.339E+01		4.734E+01
5.752E+01		7.332E+01		4.764E+01
5.742E+01		7.324E+01		4.793E+01
5.732E+01		7.316E+01		4.821E+01
5.722E+01		7.307E+01		4.851E+01
5.711E+01		7.299E+01		4.883E+01
5.700E+01		7.292E+01		4.915E+01
5.689E+01		7.285E+01		4.948E+01
5.678E+01		7.278E+01		4.980E+01
5.667E+01		7.272E+01		5.012E+01
5.656E+01		7.266E+01		5.045E+01
5.645E+01		7.260E+01		5.078E+01
5.634E+01		7.255E+01		5.112E+01
5.623E+01		7.249E+01		5.145E+01
5.613E+01		7.244E+01		5.178E+01
5.602E+01		7.240E+01		5.212E+01
5.591E+01		7.235E+01		5.246E+01
5.581E+01		7.230E+01		5.279E+01
5.570E+01		7.226E+01		5.312E+01
5.560E+01		7.221E+01		5.344E+01
5.551E+01		7.216E+01		5.375E+01
5.542E+01		7.210E+01		5.405E+01
5.533E+01		7.204E+01		5.434E+01
5.524E+01		7.198E+01		5.463E+01
5.515E+01		7.191E+01		5.493E+01
5.505E+01		7.184E+01		5.525E+01
5.495E+01		7.177E+01		5.559E+01
5.485E+01		7.171E+01		5.594E+01
5.474E+01		7.166E+01		5.630E+01
5.463E+01		7.161E+01		5.667E+01
5.453E+01		7.157E+01		5.705E+01
5.442E+01		7.153E+01		5.743E+01
5.431E+01		7.149E+01		5.779E+01
5.422E+01		7.146E+01		5.813E+01
5.413E+01		7.141E+01		5.845E+01
5.404E+01		7.137E+01		5.878E+01
5.394E+01		7.132E+01		5.913E+01
5.383E+01		7.128E+01		5.951E+01
5.373E+01		7.124E+01		5.990E+01
5.363E+01		7.121E+01		6.027E+01
5.353E+01		7.117E+01		6.062E+01
5.344E+01		7.113E+01		6.096E+01
5.335E+01		7.109E+01		6.132E+01
5.324E+01		7.106E+01		6.171E+01
5.313E+01		7.103E+01		6.214E+01
5.301E+01		7.102E+01		6.259E+01
5.290E+01		7.101E+01		6.302E+01
5.280E+01		7.100E+01		6.342E+01
5.270E+01		7.098E+01		6.379E+01
5.262E+01		7.096E+01		6.413E+01
5.254E+01		7.094E+01		6.445E+01
5.245E+01		7.090E+01		6.478E+01
5.237E+01		7.086E+01		6.513E+01
5.227E+01		7.083E+01		6.554E+01
5.215E+01		7.081E+01		6.600E+01
5.203E+01		7.080E+01		6.648E+01
5.192E+01		7.080E+01		6.695E+01
5.182E+01		7.080E+01		6.736E+01
5.173E+01		7.079E+01		6.775E+01
5.164E+01		7.078E+01		6.814E+01
5.154E+01		7.077E+01		6.853E+01
5.145E+01		7.076E+01		6.893E+01
5.136E+01		7.074E+01		6.932E+01
5.127E+01		7.072E+01		6.968E+01
5.119E+01		7.070E+01		7.004E+01
5.110E+01		7.068E+01		7.041E+01
5.101E+01		7.065E+01		7.081E+01
5.092E+01		7.063E+01		7.123E+01
5.083E+01		7.061E+01		7.164E+01
5.074E+01		7.059E+01		7.204E+01
5.065E+01		7.057E+01		7.244E+01
5.056E+01		7.055E+01		7.285E+01
5.046E+01		7.054E+01		7.328E+01
5.037E+01		7.052E+01		7.370E+01
5.028E+01		7.051E+01		7.412E+01
5.019E+01		7.049E+01		7.454E+01
5.010E+01		7.048E+01		7.496E+01
5.000E+01		7.047E+01		7.540E+01
4.990E+01		7.046E+01		7.586E+01
4.981E+01		7.045E+01		7.632E+01
4.971E+01		7.045E+01		7.677E+01
4.962E+01		7.044E+01		7.723E+01
4.952E+01		7.044E+01		7.769E+01
4.943E+01		7.044E+01		7.814E+01
4.934E+01		7.044E+01		7.857E+01
4.925E+01		7.043E+01		7.899E+01
4.917E+01		7.042E+01		7.941E+01
4.908E+01		7.041E+01		7.984E+01
4.899E+01		7.041E+01		8.030E+01
4.890E+01		7.040E+01		8.077E+01
4.880E+01		7.041E+01		8.125E+01
4.871E+01		7.041E+01		8.173E+01
4.862E+01		7.041E+01		8.217E+01
4.854E+01		7.040E+01		8.260E+01
4.845E+01		7.040E+01		8.304E+01
4.837E+01		7.039E+01		8.349E+01
4.828E+01		7.039E+01		8.395E+01
4.819E+01		7.038E+01		8.440E+01
4.811E+01		7.038E+01		8.484E+01
4.803E+01		7.037E+01		8.528E+01
4.794E+01		7.036E+01		8.572E+01
4.786E+01		7.036E+01		8.619E+01
4.777E+01		7.036E+01		8.668E+01
4.768E+01		7.036E+01		8.717E+01
4.759E+01		7.036E+01		8.766E+01
4.750E+01		7.036E+01		8.815E+01
4.741E+01		7.036E+01		8.863E+01
4.732E+01		7.036E+01		8.910E+01
4.724E+01		7.036E+01		8.955E+01
4.717E+01		7.036E+01		8.998E+01
4.709E+01		7.035E+01		9.039E+01
4.702E+01		7.033E+01		9.081E+01
4.694E+01		7.032E+01		9.127E+01
4.685E+01		7.032E+01		9.176E+01
4.676E+01		7.031E+01		9.228E+01
4.668E+01		7.031E+01		9.278E+01
4.659E+01		7.031E+01		9.327E+01
4.651E+01		7.031E+01		9.374E+01
4.643E+01		7.030E+01		9.421E+01
4.635E+01		7.030E+01		9.469E+01
4.627E+01		7.030E+01		9.518E+01
4.618E+01		7.030E+01		9.569E+01
4.610E+01		7.030E+01		9.620E+01
4.602E+01		7.030E+01		9.669E+01
4.594E+01		7.029E+01		9.716E+01
4.587E+01		7.029E+01		9.761E+01
4.579E+01		7.028E+01		9.807E+01
4.571E+01		7.027E+01		9.854E+01
4.564E+01		7.027E+01		9.902E+01
4.556E+01		7.026E+01		9.952E+01
4.547E+01		7.026E+01		1.000E+02
4.539E+01		7.026E+01		1.006E+02
4.531E+01		7.026E+01		1.010E+02
4.524E+01		7.025E+01		1.015E+02
4.518E+01		7.024E+01		1.019E+02
4.511E+01		7.023E+01		1.024E+02
4.504E+01		7.022E+01		1.028E+02
4.497E+01		7.020E+01		1.033E+02
4.489E+01		7.019E+01		1.038E+02
4.481E+01		7.018E+01		1.043E+02
4.473E+01		7.018E+01		1.048E+02
4.465E+01		7.017E+01		1.053E+02
4.457E+01		7.017E+01		1.058E+02
4.450E+01		7.016E+01		1.063E+02
4.443E+01		7.015E+01		1.068E+02
4.436E+01		7.014E+01		1.073E+02
4.429E+01		7.013E+01		1.078E+02
4.422E+01		7.012E+01		1.082E+02
4.415E+01		7.011E+01		1.087E+02
4.406E+01		7.010E+01		1.093E+02
4.397E+01		7.010E+01		1.100E+02
4.387E+01		7.011E+01		1.106E+02
4.378E+01		7.013E+01		1.113E+02
4.369E+01		7.014E+01		1.119E+02
4.362E+01		7.015E+01		1.124E+02
4.355E+01		7.016E+01		1.129E+02
4.348E+01		7.016E+01		1.134E+02
4.340E+01		7.016E+01		1.140E+02
4.332E+01		7.017E+01		1.146E+02
4.323E+01		7.018E+01		1.152E+02
4.315E+01		7.019E+01		1.158E+02
4.308E+01		7.020E+01		1.163E+02
4.301E+01		7.021E+01		1.168E+02
4.295E+01		7.020E+01		1.172E+02
4.289E+01		7.020E+01		1.177E+02
4.283E+01		7.019E+01		1.182E+02
4.276E+01		7.019E+01		1.187E+02
4.269E+01		7.018E+01		1.192E+02
4.262E+01		7.017E+01		1.197E+02
4.255E+01		7.017E+01		1.202E+02
4.248E+01		7.017E+01		1.208E+02
4.240E+01		7.017E+01		1.214E+02
4.233E+01		7.017E+01		1.219E+02
4.225E+01		7.017E+01		1.225E+02
4.218E+01		7.017E+01		1.231E+02
4.210E+01		7.018E+01		1.237E+02
4.202E+01		7.018E+01		1.243E+02
4.194E+01		7.019E+01		1.249E+02
4.186E+01		7.020E+01		1.256E+02
4.178E+01		7.022E+01		1.262E+02
4.170E+01		7.023E+01		1.268E+02
4.163E+01		7.024E+01		1.274E+02
4.157E+01		7.025E+01		1.279E+02
4.151E+01		7.025E+01		1.284E+02
4.146E+01		7.025E+01		1.288E+02
4.141E+01		7.023E+01		1.291E+02
4.136E+01		7.022E+01		1.296E+02
4.129E+01		7.021E+01		1.301E+02
4.122E+01		7.021E+01		1.307E+02
4.114E+01		7.021E+01		1.314E+02
4.105E+01		7.022E+01		1.321E+02
4.097E+01		7.023E+01		1.328E+02
4.089E+01		7.024E+01		1.335E+02
4.081E+01		7.026E+01		1.341E+02
4.074E+01		7.027E+01		1.347E+02
4.068E+01		7.027E+01		1.353E+02
4.062E+01		7.027E+01		1.358E+02
4.056E+01		7.027E+01		1.363E+02
4.050E+01		7.027E+01		1.368E+02
4.042E+01		7.028E+01		1.375E+02
4.034E+01		7.029E+01		1.382E+02
4.027E+01		7.030E+01		1.388E+02
4.020E+01		7.031E+01		1.394E+02
4.014E+01		7.031E+01		1.399E+02
4.009E+01		7.031E+01		1.404E+02
4.003E+01		7.031E+01		1.409E+02
3.997E+01		7.031E+01		1.414E+02
3.991E+01		7.031E+01		1.420E+02
3.984E+01		7.031E+01		1.426E+02
3.977E+01		7.031E+01		1.433E+02
3.970E+01		7.031E+01		1.438E+02
3.964E+01		7.032E+01		1.444E+02
3.958E+01		7.032E+01		1.450E+02
3.951E+01		7.032E+01		1.456E+02
3.944E+01		7.032E+01		1.462E+02
3.937E+01		7.033E+01		1.469E+02
3.930E+01		7.034E+01		1.476E+02
3.923E+01		7.035E+01		1.482E+02
3.917E+01		7.035E+01		1.488E+02
3.910E+01		7.036E+01		1.494E+02
3.904E+01		7.037E+01		1.500E+02
3.897E+01		7.038E+01		1.507E+02
3.890E+01		7.039E+01		1.513E+02
3.884E+01		7.039E+01		1.519E+02
3.877E+01		7.040E+01		1.525E+02
3.871E+01		7.041E+01		1.532E+02
3.864E+01		7.041E+01		1.538E+02
3.858E+01		7.042E+01		1.545E+02
3.851E+01		7.043E+01		1.551E+02
3.844E+01		7.044E+01		1.558E+02
3.838E+01		7.045E+01		1.563E+02
3.833E+01		7.045E+01		1.569E+02
3.827E+01		7.046E+01		1.575E+02
3.820E+01		7.047E+01		1.582E+02
3.813E+01		7.048E+01		1.589E+02
3.805E+01		7.049E+01		1.596E+02
3.798E+01		7.051E+01		1.603E+02
3.792E+01		7.052E+01		1.610E+02
3.786E+01		7.053E+01		1.616E+02
3.780E+01		7.054E+01		1.622E+02
3.774E+01		7.054E+01		1.628E+02
3.769E+01		7.055E+01		1.634E+02
3.763E+01		7.056E+01		1.640E+02
3.757E+01		7.056E+01		1.646E+02
3.751E+01		7.057E+01		1.652E+02
3.744E+01		7.058E+01		1.659E+02
3.738E+01		7.059E+01		1.666E+02
3.731E+01		7.060E+01		1.673E+02
3.724E+01		7.061E+01		1.680E+02
3.718E+01		7.062E+01		1.687E+02
3.712E+01		7.063E+01		1.693E+02
3.707E+01		7.064E+01		1.699E+02
3.701E+01		7.064E+01		1.705E+02
3.696E+01		7.065E+01		1.710E+02
3.690E+01		7.065E+01		1.717E+02
3.684E+01		7.066E+01		1.723E+02
3.677E+01		7.067E+01		1.731E+02
3.671E+01		7.068E+01		1.738E+02
3.664E+01		7.069E+01		1.745E+02
3.658E+01		7.071E+01		1.752E+02
3.651E+01		7.072E+01		1.759E+02
3.645E+01		7.073E+01		1.766E+02
3.639E+01		7.075E+01		1.773E+02
3.632E+01		7.076E+01		1.780E+02
3.626E+01		7.077E+01		1.787E+02
3.620E+01		7.079E+01		1.794E+02
3.614E+01		7.080E+01		1.801E+02
3.608E+01		7.081E+01		1.808E+02
3.602E+01		7.082E+01		1.814E+02
3.597E+01		7.083E+01		1.820E+02
3.593E+01		7.084E+01		1.825E+02
3.588E+01		7.084E+01		1.830E+02
3.583E+01		7.084E+01		1.836E+02
3.578E+01		7.084E+01		1.841E+02
3.573E+01		7.084E+01		1.848E+02
3.567E+01		7.084E+01		1.854E+02
3.562E+01		7.085E+01		1.861E+02
3.556E+01		7.085E+01		1.867E+02
3.551E+01		7.085E+01		1.873E+02
3.547E+01		7.085E+01		1.878E+02
3.542E+01		7.085E+01		1.885E+02
3.536E+01		7.086E+01		1.892E+02
3.529E+01		7.087E+01		1.900E+02
3.521E+01		7.088E+01		1.909E+02
3.514E+01		7.090E+01		1.917E+02
3.507E+01		7.092E+01		1.926E+02
3.501E+01		7.093E+01		1.933E+02
3.496E+01		7.094E+01		1.939E+02
3.492E+01		7.095E+01		1.945E+02
3.486E+01		7.095E+01		1.951E+02
3.481E+01		7.096E+01		1.958E+02
3.476E+01		7.097E+01		1.964E+02
3.471E+01		7.097E+01		1.970E+02
3.466E+01		7.098E+01		1.976E+02
3.461E+01		7.098E+01		1.983E+02
3.455E+01		7.099E+01		1.990E+02
3.450E+01		7.100E+01		1.997E+02
3.445E+01		7.100E+01		2.003E+02
3.439E+01		7.101E+01		2.010E+02
3.432E+01		7.102E+01		2.019E+02
3.426E+01		7.103E+01		2.027E+02
3.419E+01		7.105E+01		2.035E+02
3.413E+01		7.106E+01		2.043E+02
3.408E+01		7.108E+01		2.050E+02
3.403E+01		7.109E+01		2.056E+02
3.398E+01		7.109E+01		2.062E+02
3.394E+01		7.110E+01		2.068E+02
3.390E+01		7.110E+01		2.073E+02
3.385E+01		7.110E+01		2.079E+02
3.380E+01		7.111E+01		2.087E+02
3.374E+01		7.111E+01		2.094E+02
3.368E+01		7.113E+01		2.102E+02
3.362E+01		7.114E+01		2.110E+02
3.356E+01		7.115E+01		2.118E+02
3.349E+01		7.117E+01		2.127E+02
3.343E+01		7.119E+01		2.136E+02
3.336E+01		7.121E+01		2.145E+02
3.329E+01		7.123E+01		2.154E+02
3.322E+01		7.126E+01		2.163E+02
3.317E+01		7.128E+01		2.171E+02
3.312E+01		7.129E+01		2.178E+02
3.308E+01		7.130E+01		2.183E+02
3.305E+01		7.131E+01		2.187E+02
3.301E+01		7.131E+01		2.193E+02
3.296E+01		7.131E+01		2.200E+02
3.290E+01		7.132E+01		2.207E+02
3.285E+01		7.133E+01		2.215E+02
3.279E+01		7.135E+01		2.223E+02
3.274E+01		7.136E+01		2.230E+02
3.268E+01		7.137E+01		2.238E+02
3.263E+01		7.138E+01		2.245E+02
3.258E+01		7.139E+01		2.252E+02
3.254E+01		7.140E+01		2.258E+02
3.249E+01		7.141E+01		2.265E+02
3.245E+01		7.141E+01		2.271E+02
3.240E+01		7.142E+01		2.278E+02
3.234E+01		7.143E+01		2.287E+02
3.228E+01		7.145E+01		2.295E+02
3.222E+01		7.146E+01		2.304E+02
3.216E+01		7.148E+01		2.313E+02
3.210E+01		7.150E+01		2.322E+02
3.204E+01		7.152E+01		2.330E+02
3.200E+01		7.153E+01		2.336E+02
3.195E+01		7.154E+01		2.342E+02
3.191E+01		7.155E+01		2.349E+02
3.185E+01		7.156E+01		2.357E+02
3.180E+01		7.158E+01		2.365E+02
3.174E+01		7.159E+01		2.374E+02
3.168E+01		7.161E+01		2.383E+02
3.161E+01		7.164E+01		2.393E+02
3.155E+01		7.166E+01		2.403E+02
3.149E+01		7.169E+01		2.412E+02
3.144E+01		7.171E+01		2.420E+02
3.139E+01		7.172E+01		2.427E+02
3.135E+01		7.174E+01		2.434E+02
3.131E+01		7.174E+01		2.439E+02
3.127E+01		7.175E+01		2.445E+02
3.123E+01		7.176E+01		2.451E+02
3.118E+01		7.177E+01		2.459E+02
3.113E+01		7.178E+01		2.466E+02
3.109E+01		7.179E+01		2.473E+02
3.104E+01		7.180E+01		2.481E+02
3.098E+01		7.181E+01		2.489E+02
3.093E+01		7.183E+01		2.498E+02
3.087E+01		7.185E+01		2.507E+02
3.081E+01		7.187E+01		2.516E+02
3.075E+01		7.189E+01		2.525E+02
3.069E+01		7.191E+01		2.535E+02
3.063E+01		7.194E+01		2.544E+02
3.058E+01		7.196E+01		2.553E+02
3.052E+01		7.198E+01		2.562E+02
3.047E+01		7.200E+01		2.570E+02
3.043E+01		7.202E+01		2.577E+02
3.039E+01		7.203E+01		2.584E+02
3.034E+01		7.204E+01		2.591E+02
3.030E+01		7.206E+01		2.598E+02
3.025E+01		7.207E+01		2.606E+02
3.020E+01		7.209E+01		2.614E+02
3.015E+01		7.210E+01		2.623E+02
3.009E+01		7.213E+01		2.632E+02
3.002E+01		7.215E+01		2.643E+02
2.996E+01		7.218E+01		2.653E+02
2.991E+01		7.220E+01		2.662E+02
2.986E+01		7.222E+01		2.670E+02
2.982E+01		7.224E+01		2.677E+02
2.978E+01		7.225E+01		2.684E+02
2.974E+01		7.226E+01		2.690E+02
2.970E+01		7.227E+01		2.697E+02
2.966E+01		7.228E+01		2.703E+02
2.962E+01		7.230E+01		2.711E+02
2.956E+01		7.231E+01		2.720E+02
2.950E+01		7.233E+01		2.730E+02
2.944E+01		7.236E+01		2.740E+02
2.939E+01		7.238E+01		2.749E+02
2.934E+01		7.240E+01		2.758E+02
2.929E+01		7.242E+01		2.766E+02
2.924E+01		7.244E+01		2.775E+02
2.919E+01		7.246E+01		2.783E+02
2.916E+01		7.247E+01		2.789E+02
2.912E+01		7.248E+01		2.795E+02
2.909E+01		7.248E+01		2.800E+02
2.906E+01		7.249E+01		2.807E+02
2.901E+01		7.250E+01		2.814E+02
2.897E+01		7.251E+01		2.822E+02
